CNT,TARGET,CURRENT,COUNTS
0,0,3,0
1,5,3,6
2,5,4,15
3,5,5,24
4,5,5,34
5,5,5,43
6,5,5,53
7,5,5,64
8,5,5,75
9,5,5,85
10,10,6,96
11,10,8,109
12,10,9,126
13,10,10,145
14,10,10,164
15,10,10,183
16,10,10,201
17,10,10,219
18,10,10,238
19,10,10,257
20,15,10,276
21,15,13,298
22,15,14,324
23,15,14,351
24,15,15,378
25,15,15,406
26,15,15,434
27,15,15,463
28,15,16,491
29,15,15,519
30,15,15,547
31,20,16,578
32,20,19,612
33,20,19,649
34,20,19,686
35,20,20,722
36,20,19,759
37,20,19,795
38,20,20,834
39,20,20,871
40,20,21,909
41,25,24,948
42,25,24,992
43,25,24,1037
44,25,25,1083
45,25,23,1128
46,25,24,1174
47,25,27,1221
48,25,26,1268
49,25,26,1314
50,25,26,1360
51,30,27,1409
52,30,30,1461
53,30,30,1515
54,30,30,1571
55,30,31,1627
56,30,31,1683
57,30,30,1738
58,30,29,1793
59,30,31,1846
60,30,30,1901
61,35,33,1960
62,35,34,2023
63,35,35,2087
64,35,35,2150
65,35,36,2213
66,35,33,2278
67,35,36,2343
68,35,34,2408
69,35,33,2472
70,40,35,2536
71,40,39,2602
72,40,41,2675
73,40,39,2749
74,40,40,2823
75,40,39,2896
76,40,39,2968
77,40,41,3042
78,40,40,3116
79,40,40,3189
80,45,38,3262
81,45,43,3337
82,45,45,3419
83,45,45,3502
84,45,43,3585
85,45,45,3666
86,45,44,3749
87,45,43,3831
88,45,46,3914
89,45,44,3996
90,50,44,4078
91,50,46,4162
92,50,47,4249
93,50,47,4334
94,50,46,4419
95,50,48,4504
96,50,48,4591
97,50,47,4677
98,50,46,4761
99,50,46,4847
100,55,47,4933
101,55,48,5020
102,55,46,5105
103,55,48,5191
104,55,47,5277
105,55,48,5365
106,55,46,5450
107,55,46,5535
108,55,47,5622
109,55,48,5709
110,60,47,5795
111,60,46,5881
112,60,49,5967
113,60,48,6054
114,60,46,6141
115,60,47,6227
116,60,47,6313
117,60,48,6401
118,60,47,6487
119,60,48,6573
120,65,48,6659
121,65,49,6746
122,65,47,6833
123,65,48,6918
124,65,47,7005
125,65,48,7092
126,65,48,7179
127,65,47,7265
128,65,48,7351
129,65,48,7437
130,70,47,7525
131,70,46,7611
132,70,48,7697
133,70,47,7783
134,70,49,7871
135,70,47,7957
136,70,48,8043
137,70,47,8129
138,70,48,8217
139,70,48,8303
140,70,47,8389
141,75,47,8475
142,75,48,8563
143,75,48,8650
144,75,47,8735
145,75,46,8821
146,75,46,8909
147,75,46,8996
148,75,47,9081
149,75,48,9168
150,75,47,9255
151,80,47,9342
152,80,46,9428
153,80,49,9514
154,80,47,9601
155,80,46,9688
156,80,47,9774
157,80,44,9860
158,80,48,9947
159,80,48,10034
160,80,46,10120
161,85,47,10206
162,85,47,10293
163,85,47,10380
164,85,48,10466
165,85,47,10552
166,85,47,10638
167,85,48,10725
168,85,47,10812
169,85,47,10897
170,85,48,10984
171,90,47,11071
172,90,45,11158
173,90,46,11243
174,90,46,11329
175,90,48,11417
176,90,46,11503
177,90,48,11589
178,90,46,11675
179,90,48,11762
180,95,46,11849
181,95,48,11935
182,95,47,12021
183,95,47,12108
184,95,48,12195
185,95,47,12281
186,95,46,12367
187,95,48,12454
188,95,48,12541
189,95,44,12627
190,100,48,12713
191,100,48,12800
192,100,48,12887
193,100,45,12974
194,100,47,13059
195,100,46,13145
196,100,47,13233
197,100,48,13320
198,100,47,13405
199,100,48,13491
200,95,48,13578
201,95,47,13665
202,95,47,13751
203,95,48,13837
204,95,47,13924
205,95,48,14011
206,95,47,14097
207,95,45,14183
208,95,47,14270
209,95,46,14357
210,90,47,14443
211,90,46,14529
212,90,48,14615
213,90,48,14703
214,90,47,14789
215,90,47,14874
216,90,46,14961
217,90,48,15048
218,90,48,15135
219,90,47,15220
220,85,48,15307
221,85,49,15394
222,85,47,15481
223,85,49,15566
224,85,48,15653
225,85,48,15740
226,85,47,15827
227,85,47,15912
228,85,48,15999
229,85,48,16086
230,85,48,16173
231,80,47,16259
232,80,47,16345
233,80,49,16432
234,80,47,16519
235,80,47,16605
236,80,47,16691
237,80,48,16778
238,80,48,16865
239,80,45,16951
240,75,48,17037
241,75,49,17124
242,75,47,17211
243,75,46,17297
244,75,45,17383
245,75,49,17470
246,75,47,17557
247,75,46,17643
248,75,46,17729
249,75,48,17815
250,75,48,17903
251,70,48,17990
252,70,47,18075
253,70,48,18161
254,70,48,18249
255,70,47,18336
256,70,46,18421
257,70,48,18507
258,70,48,18595
259,70,47,18681
260,65,47,18767
261,65,48,18853
262,65,49,18940
263,65,46,19027
264,65,47,19113
265,65,47,19199
266,65,48,19286
267,65,48,19373
268,65,47,19459
269,65,46,19545
270,60,47,19631
271,60,47,19718
272,60,47,19805
273,60,45,19890
274,60,48,19976
275,60,46,20063
276,60,48,20150
277,60,48,20235
278,60,47,20321
279,60,47,20409
280,60,46,20495
281,55,46,20581
282,55,46,20666
283,55,47,20753
284,55,47,20839
285,55,46,20925
286,55,49,21010
287,55,46,21097
288,55,48,21184
289,55,46,21270
290,50,47,21355
291,50,46,21441
292,50,49,21527
293,50,46,21613
294,50,46,21698
295,50,48,21783
296,50,48,21869
297,50,47,21955
298,50,46,22040
299,50,47,22125
300,45,48,22211
301,45,44,22294
302,45,43,22375
303,45,45,22456
304,45,45,22539
305,45,47,22622
306,45,46,22703
307,45,44,22785
308,45,47,22868
309,45,45,22951
310,45,43,23033
311,40,42,23112
312,40,41,23188
313,40,40,23263
314,40,40,23336
315,40,40,23409
316,40,39,23481
317,40,41,23555
318,40,40,23629
319,40,41,23703
320,35,39,23775
321,35,37,23845
322,35,37,23913
323,35,35,23978
324,35,33,24043
325,35,35,24106
326,35,35,24169
327,35,36,24233
328,35,36,24299
329,35,35,24363
330,35,36,24427
331,30,30,24489
332,30,30,24545
333,30,32,24601
334,30,29,24657
335,30,30,24713
336,30,30,24768
337,30,31,24823
338,30,30,24877
339,30,31,24931
340,30,29,24987
341,25,27,25040
342,25,25,25088
343,25,26,25134
344,25,24,25179
345,25,24,25225
346,25,27,25269
347,25,24,25316
348,25,26,25363
349,25,25,25410
350,20,26,25456
351,20,23,25499
352,20,20,25537
353,20,19,25574
354,20,19,25610
355,20,21,25648
356,20,20,25686
357,20,20,25724
358,20,20,25761
359,20,19,25798
360,15,21,25835
361,15,17,25869
362,15,15,25898
363,15,15,25926
364,15,14,25953
365,15,15,25981
366,15,16,26010
367,15,15,26039
368,15,15,26067
369,15,15,26096
370,10,15,26124
371,10,12,26149
372,10,11,26169
373,10,10,26189
374,10,10,26208
375,10,10,26227
376,10,10,26245
377,10,10,26264
378,10,9,26282
379,10,9,26300
380,5,10,26318
381,5,8,26334
382,5,6,26347
383,5,6,26359
384,5,5,26370
385,5,5,26380
386,5,5,26391
387,5,5,26401
388,5,5,26411
389,5,5,26421
390,5,5,26432
391,0,0,26435
392,0,0,26435
393,0,0,26434
394,0,0,26435
395,0,-3,26433
396,0,3,26436
397,0,-4,26432
398,0,3,26435
399,0,-3,26432
400,-5,3,26435
401,-5,-6,26427
402,-5,-6,26416
403,-5,-5,26405
404,-5,-5,26395
405,-5,-5,26384
406,-5,-5,26374
407,-5,-5,26363
408,-5,-5,26353
409,-5,-5,26343
410,-10,-5,26332
411,-10,-8,26319
412,-10,-9,26303
413,-10,-10,26285
414,-10,-10,26266
415,-10,-10,26247
416,-10,-10,26227
417,-10,-10,26208
418,-10,-10,26189
419,-10,-11,26170
420,-10,-10,26151
421,-15,-13,26129
422,-15,-14,26103
423,-15,-15,26075
424,-15,-15,26047
425,-15,-15,26019
426,-15,-15,25992
427,-15,-14,25964
428,-15,-14,25937
429,-15,-15,25909
430,-20,-15,25881
431,-20,-18,25849
432,-20,-19,25815
433,-20,-21,25778
434,-20,-21,25741
435,-20,-20,25704
436,-20,-20,25666
437,-20,-20,25629
438,-20,-19,25592
439,-20,-20,25556
440,-25,-20,25519
441,-25,-22,25479
442,-25,-25,25435
443,-25,-24,25389
444,-25,-26,25343
445,-25,-25,25297
446,-25,-24,25251
447,-25,-23,25205
448,-25,-26,25159
449,-25,-25,25113
450,-30,-26,25067
451,-30,-27,25018
452,-30,-29,24964
453,-30,-31,24909
454,-30,-29,24854
455,-30,-31,24799
456,-30,-28,24744
457,-30,-30,24689
458,-30,-31,24634
459,-30,-31,24579
460,-35,-30,24523
461,-35,-34,24466
462,-35,-34,24403
463,-35,-32,24339
464,-35,-33,24274
465,-35,-34,24209
466,-35,-35,24145
467,-35,-33,24082
468,-35,-35,24018
469,-35,-35,23954
470,-40,-36,23889
471,-40,-39,23823
472,-40,-40,23752
473,-40,-39,23679
474,-40,-41,23606
475,-40,-41,23533
476,-40,-40,23459
477,-40,-43,23387
478,-40,-40,23313
479,-40,-40,23240
480,-40,-40,23167
481,-45,-42,23091
482,-45,-46,23011
483,-45,-46,22930
484,-45,-44,22847
485,-45,-45,22765
486,-45,-45,22682
487,-45,-45,22600
488,-45,-43,22518
489,-45,-45,22435
490,-45,-45,22353
491,-50,-47,22269
492,-50,-48,22183
493,-50,-46,22097
494,-50,-48,22010
495,-50,-46,21924
496,-50,-47,21837
497,-50,-47,21750
498,-50,-48,21663
499,-50,-47,21577
500,-55,-48,21490
501,-55,-47,21403
502,-55,-48,21315
503,-55,-47,21228
504,-55,-47,21141
505,-55,-50,21054
506,-55,-48,20966
507,-55,-48,20879
508,-55,-48,20792
509,-55,-47,20704
510,-60,-47,20617
511,-60,-48,20529
512,-60,-48,20441
513,-60,-46,20354
514,-60,-47,20266
515,-60,-48,20178
516,-60,-48,20091
517,-60,-49,20003
518,-60,-47,19915
519,-60,-47,19827
520,-60,-48,19740
521,-65,-49,19652
522,-65,-47,19564
523,-65,-49,19476
524,-65,-49,19389
525,-65,-49,19301
526,-65,-49,19213
527,-65,-48,19125
528,-65,-48,19037
529,-65,-48,18949
530,-65,-48,18861
531,-70,-50,18773
532,-70,-49,18686
533,-70,-47,18598
534,-70,-48,18510
535,-70,-49,18422
536,-70,-44,18334
537,-70,-48,18246
538,-70,-49,18158
539,-70,-48,18070
540,-75,-45,17982
541,-75,-48,17895
542,-75,-48,17807
543,-75,-49,17719
544,-75,-48,17631
545,-75,-48,17543
546,-75,-48,17456
547,-75,-48,17367
548,-75,-48,17280
549,-75,-47,17192
550,-80,-46,17104
551,-80,-49,17016
552,-80,-48,16928
553,-80,-47,16840
554,-80,-48,16753
555,-80,-49,16664
556,-80,-48,16576
557,-80,-48,16489
558,-80,-48,16401
559,-80,-48,16313
560,-85,-48,16225
561,-85,-48,16138
562,-85,-48,16050
563,-85,-46,15962
564,-85,-47,15874
565,-85,-47,15787
566,-85,-48,15699
567,-85,-48,15611
568,-85,-45,15523
569,-85,-48,15435
570,-90,-49,15347
571,-90,-49,15259
572,-90,-47,15171
573,-90,-48,15083
574,-90,-48,14996
575,-90,-50,14908
576,-90,-49,14819
577,-90,-49,14732
578,-90,-46,14644
579,-90,-48,14556
580,-95,-49,14468
581,-95,-49,14380
582,-95,-47,14293
583,-95,-49,14205
584,-95,-49,14117
585,-95,-48,14029
586,-95,-48,13941
587,-95,-47,13853
588,-95,-49,13765
589,-95,-47,13677
590,-100,-49,13590
591,-100,-49,13502
592,-100,-47,13414
593,-100,-47,13326
594,-100,-49,13239
595,-100,-48,13151
596,-100,-48,13063
597,-100,-49,12975
598,-100,-47,12887
599,-100,-48,12799
600,-95,-49,12711
601,-95,-49,12623
602,-95,-48,12536
603,-95,-48,12448
604,-95,-47,12360
605,-95,-47,12272
606,-95,-48,12185
607,-95,-47,12097
608,-95,-49,12009
609,-95,-48,11921
610,-90,-48,11833
611,-90,-48,11746
612,-90,-48,11658
613,-90,-48,11569
614,-90,-47,11482
615,-90,-47,11394
616,-90,-48,11306
617,-90,-49,11218
618,-90,-49,11130
619,-90,-49,11043
620,-85,-49,10955
621,-85,-48,10867
622,-85,-48,10779
623,-85,-47,10691
624,-85,-49,10603
625,-85,-49,10515
626,-85,-47,10427
627,-85,-48,10340
628,-85,-46,10252
629,-85,-49,10164
630,-80,-46,10076
631,-80,-48,9988
632,-80,-46,9901
633,-80,-48,9813
634,-80,-47,9725
635,-80,-48,9637
636,-80,-48,9549
637,-80,-48,9461
638,-80,-48,9373
639,-80,-49,9286
640,-75,-48,9198
641,-75,-48,9110
642,-75,-48,9022
643,-75,-47,8935
644,-75,-49,8847
645,-75,-49,8759
646,-75,-48,8671
647,-75,-49,8583
648,-75,-48,8495
649,-75,-48,8408
650,-70,-49,8320
651,-70,-45,8232
652,-70,-45,8144
653,-70,-47,8057
654,-70,-50,7969
655,-70,-48,7881
656,-70,-49,7793
657,-70,-47,7705
658,-70,-49,7617
659,-70,-47,7530
660,-65,-49,7442
661,-65,-46,7354
662,-65,-45,7266
663,-65,-47,7179
664,-65,-48,7091
665,-65,-49,7003
666,-65,-48,6915
667,-65,-49,6827
668,-65,-48,6740
669,-65,-47,6652
670,-60,-49,6564
671,-60,-47,6477
672,-60,-48,6389
673,-60,-48,6302
674,-60,-48,6214
675,-60,-48,6126
676,-60,-50,6039
677,-60,-48,5951
678,-60,-48,5863
679,-60,-47,5776
680,-55,-48,5688
681,-55,-48,5601
682,-55,-48,5513
683,-55,-48,5426
684,-55,-48,5339
685,-55,-48,5251
686,-55,-48,5164
687,-55,-48,5076
688,-55,-47,4989
689,-55,-47,4901
690,-50,-48,4814
691,-50,-48,4727
692,-50,-47,4641
693,-50,-47,4555
694,-50,-47,4468
695,-50,-46,4381
696,-50,-47,4295
697,-50,-48,4208
698,-50,-48,4122
699,-50,-48,4035
700,-45,-47,3949
701,-45,-45,3865
702,-45,-45,3783
703,-45,-45,3700
704,-45,-45,3618
705,-45,-45,3536
706,-45,-45,3453
707,-45,-46,3371
708,-45,-43,3288
709,-45,-45,3206
710,-40,-45,3124
711,-40,-44,3044
712,-40,-40,2969
713,-40,-40,2895
714,-40,-40,2822
715,-40,-42,2749
716,-40,-41,2676
717,-40,-38,2602
718,-40,-40,2529
719,-40,-39,2456
720,-35,-39,2383
721,-35,-36,2312
722,-35,-36,2245
723,-35,-33,2181
724,-35,-34,2117
725,-35,-34,2053
726,-35,-36,1989
727,-35,-34,1924
728,-35,-34,1859
729,-35,-34,1796
730,-35,-36,1732
731,-30,-33,1670
732,-30,-30,1613
733,-30,-29,1557
734,-30,-28,1501
735,-30,-30,1447
736,-30,-29,1392
737,-30,-34,1337
738,-30,-30,1282
739,-30,-30,1227
740,-25,-32,1171
741,-25,-27,1119
742,-25,-25,1072
743,-25,-26,1026
744,-25,-27,979
745,-25,-25,933
746,-25,-25,887
747,-25,-25,841
748,-25,-25,795
749,-25,-27,749
750,-20,-24,703
751,-20,-22,660
752,-20,-19,621
753,-20,-20,583
754,-20,-20,546
755,-20,-21,509
756,-20,-19,471
757,-20,-19,434
758,-20,-19,397
759,-20,-19,361
760,-20,-21,324
761,-15,-17,289
762,-15,-16,259
763,-15,-15,231
764,-15,-14,203
765,-15,-15,174
766,-15,-15,146
767,-15,-16,118
768,-15,-15,89
769,-15,-15,61
770,-10,-15,34
771,-10,-12,9
772,-10,-11,-11
773,-10,-10,-31
774,-10,-10,-51
775,-10,-10,-70
776,-10,-10,-89
777,-10,-10,-108
778,-10,-10,-127
779,-10,-10,-146
780,-5,-10,-165
781,-5,-7,-181
782,-5,-6,-193
783,-5,-5,-203
784,-5,-5,-214
785,-5,-5,-224
786,-5,-5,-235
787,-5,-5,-245
788,-5,-5,-255
789,-5,-5,-265
790,0,-5,-275
791,0,0,-277
792,0,-3,-279
793,0,3,-276
794,0,-3,-279
795,0,3,-276
796,0,-3,-279
797,0,3,-276
798,0,-3,-279
799,0,3,-277
800,5,0,-278
