CNT,TARGET,CURRENT,COUNTS
0,0,0,0
1,5,0,0
2,5,0,0
3,5,16,8
4,5,6,17
5,5,0,17
6,5,8,26
7,5,0,27
8,5,8,35
9,5,6,37
10,10,0,37
11,10,13,51
12,10,10,64
13,10,10,76
14,10,10,89
15,10,10,101
16,10,10,113
17,10,10,126
18,10,10,138
19,10,10,150
20,10,10,162
21,15,14,178
22,15,14,195
23,15,15,213
24,15,15,230
25,15,15,247
26,15,15,265
27,15,15,283
28,15,15,301
29,15,15,318
30,15,15,336
31,20,19,357
32,20,20,380
33,20,20,403
34,20,20,426
35,20,20,449
36,20,20,473
37,20,20,496
38,20,20,520
39,20,20,543
40,25,20,567
41,25,24,594
42,25,25,622
43,25,25,651
44,25,25,680
45,25,25,708
46,25,25,737
47,25,25,766
48,25,25,795
49,25,25,825
50,25,25,854
51,30,29,886
52,30,30,921
53,30,30,955
54,30,30,990
55,30,30,1024
56,30,30,1059
57,30,30,1094
58,30,30,1129
59,30,30,1164
60,30,30,1199
61,35,34,1237
62,35,34,1277
63,35,35,1317
64,35,34,1357
65,35,35,1398
66,35,35,1438
67,35,35,1479
68,35,35,1519
69,35,35,1560
70,40,35,1601
71,40,39,1645
72,40,40,1690
73,40,39,1736
74,40,40,1782
75,40,40,1828
76,40,40,1875
77,40,40,1921
78,40,40,1967
79,40,40,2014
80,45,40,2060
81,45,44,2110
82,45,45,2161
83,45,45,2213
84,45,45,2265
85,45,45,2317
86,45,45,2368
87,45,45,2421
88,45,45,2473
89,45,45,2525
90,45,45,2577
91,50,48,2633
92,50,50,2690
93,50,50,2747
94,50,50,2804
95,50,50,2862
96,50,50,2919
97,50,50,2977
98,50,50,3035
99,50,50,3093
100,50,50,3151
101,55,54,3212
102,55,54,3275
103,55,54,3338
104,55,55,3401
105,55,55,3464
106,55,55,3528
107,55,55,3592
108,55,55,3656
109,55,55,3720
110,55,55,3784
111,60,59,3851
112,60,59,3919
113,60,60,3988
114,60,60,4057
115,60,60,4126
116,60,60,4195
117,60,60,4265
118,60,60,4334
119,60,60,4403
120,60,60,4473
121,65,64,4546
122,65,65,4621
123,65,65,4695
124,65,65,4770
125,65,65,4845
126,65,65,4920
127,65,65,4995
128,65,65,5070
129,65,65,5145
130,70,65,5221
131,70,69,5300
132,70,70,5380
133,70,70,5460
134,70,70,5541
135,70,70,5621
136,70,70,5702
137,70,70,5782
138,70,70,5863
139,70,70,5944
140,70,70,6024
141,75,74,6109
142,75,75,6194
143,75,75,6280
144,75,75,6367
145,75,75,6453
146,75,75,6539
147,75,75,6626
148,75,75,6712
149,75,75,6799
150,75,75,6885
151,80,79,6975
152,80,80,7066
153,80,79,7158
154,80,80,7250
155,80,80,7342
156,80,80,7434
157,80,80,7526
158,80,80,7618
159,80,80,7710
160,85,80,7802
161,85,84,7898
162,85,85,7995
163,85,85,8093
164,85,85,8191
165,85,85,8288
166,85,85,8386
167,85,85,8484
168,85,85,8582
169,85,85,8680
170,85,85,8778
171,90,90,8881
172,90,90,8984
173,90,90,9087
174,90,90,9191
175,90,90,9294
176,90,90,9398
177,90,90,9501
178,90,90,9605
179,90,90,9708
180,95,90,9812
181,95,95,9920
182,95,95,10029
183,95,95,10138
184,95,95,10247
185,95,95,10356
186,95,95,10465
187,95,95,10574
188,95,95,10684
189,95,95,10793
190,95,95,10903
191,100,99,11016
192,100,100,11131
193,100,100,11245
194,100,100,11360
195,100,100,11475
196,100,100,11590
197,100,100,11705
198,100,100,11820
199,100,100,11935
200,100,100,12049
201,95,95,12160
202,95,95,12270
203,95,95,12380
204,95,95,12490
205,95,95,12599
206,95,95,12709
207,95,95,12819
208,95,95,12929
209,95,95,13039
210,90,95,13148
211,90,90,13253
212,90,90,13358
213,90,90,13461
214,90,90,13566
215,90,90,13670
216,90,90,13774
217,90,90,13878
218,90,90,13982
219,90,90,14086
220,90,90,14190
221,85,85,14289
222,85,86,14387
223,85,85,14485
224,85,85,14583
225,85,85,14682
226,85,86,14780
227,85,85,14879
228,85,85,14977
229,85,85,15075
230,85,85,15173
231,80,80,15267
232,80,80,15360
233,80,80,15452
234,80,80,15545
235,80,80,15637
236,80,80,15730
237,80,80,15823
238,80,80,15915
239,80,80,16008
240,75,80,16100
241,75,76,16189
242,75,76,16276
243,75,76,16363
244,75,76,16450
245,75,75,16537
246,75,75,16623
247,75,75,16710
248,75,75,16797
249,75,75,16884
250,75,75,16971
251,70,70,17053
252,70,70,17135
253,70,70,17216
254,70,70,17297
255,70,70,17378
256,70,70,17459
257,70,70,17541
258,70,70,17622
259,70,70,17703
260,65,70,17784
261,65,66,17860
262,65,65,17936
263,65,65,18011
264,65,64,18086
265,65,66,18161
266,65,65,18237
267,65,65,18312
268,65,65,18388
269,65,66,18463
270,65,65,18539
271,60,61,18610
272,60,60,18680
273,60,60,18749
274,60,60,18819
275,60,60,18889
276,60,60,18958
277,60,60,19028
278,60,60,19098
279,60,60,19167
280,60,60,19237
281,55,56,19303
282,55,55,19367
283,55,55,19431
284,55,55,19494
285,55,55,19558
286,55,55,19622
287,55,55,19686
288,55,55,19750
289,55,55,19814
290,50,55,19878
291,50,51,19937
292,50,51,19996
293,50,50,20054
294,50,50,20112
295,50,50,20170
296,50,50,20228
297,50,50,20286
298,50,50,20344
299,50,50,20402
300,50,50,20461
301,45,46,20515
302,45,45,20568
303,45,45,20620
304,45,46,20673
305,45,45,20725
306,45,45,20778
307,45,45,20830
308,45,45,20883
309,45,45,20935
310,45,45,20987
311,40,41,21035
312,40,41,21082
313,40,40,21129
314,40,40,21176
315,40,40,21223
316,40,40,21269
317,40,40,21316
318,40,41,21362
319,40,40,21409
320,40,40,21456
321,35,36,21499
322,35,36,21540
323,35,35,21581
324,35,36,21622
325,35,35,21663
326,35,35,21704
327,35,35,21745
328,35,35,21786
329,35,35,21827
330,35,35,21867
331,30,31,21905
332,30,31,21940
333,30,30,21976
334,30,30,22011
335,30,30,22046
336,30,30,22082
337,30,30,22117
338,30,30,22152
339,30,30,22187
340,30,31,22222
341,25,26,22253
342,25,26,22283
343,25,26,22313
344,25,26,22343
345,25,25,22372
346,25,25,22402
347,25,25,22431
348,25,25,22461
349,25,25,22490
350,20,25,22520
351,20,21,22546
352,20,21,22570
353,20,20,22594
354,20,20,22618
355,20,20,22641
356,20,20,22665
357,20,20,22689
358,20,20,22713
359,20,20,22736
360,15,20,22760
361,15,16,22780
362,15,15,22799
363,15,15,22817
364,15,15,22835
365,15,15,22853
366,15,15,22871
367,15,15,22889
368,15,15,22907
369,15,15,22925
370,15,15,22943
371,10,11,22957
372,10,11,22970
373,10,11,22982
374,10,10,22995
375,10,10,23007
376,10,10,23020
377,10,10,23032
378,10,10,23044
379,10,10,23056
380,5,10,23069
381,5,5,23076
382,5,6,23083
383,5,6,23090
384,5,5,23096
385,5,6,23102
386,5,4,23108
387,5,5,23115
388,5,5,23121
389,5,5,23127
390,5,5,23134
391,0,5,23135
392,0,0,23135
393,0,0,23135
394,0,0,23135
395,0,0,23135
396,0,0,23135
397,0,0,23135
398,0,0,23135
399,0,0,23135
400,0,0,23135
401,-5,0,23135
402,-5,0,23135
403,-5,0,23134
404,-5,0,23134
405,-5,0,23131
406,-5,-7,23121
407,-5,-6,23114
408,-5,-5,23107
409,-5,-6,23100
410,-5,-5,23094
411,-10,-9,23084
412,-10,-10,23072
413,-10,-10,23060
414,-10,-10,23048
415,-10,-10,23036
416,-10,-10,23024
417,-10,-10,23012
418,-10,-10,23000
419,-10,-10,22988
420,-10,-10,22976
421,-15,-14,22960
422,-15,-15,22943
423,-15,-14,22926
424,-15,-15,22908
425,-15,-15,22891
426,-15,-15,22873
427,-15,-15,22855
428,-15,-15,22837
429,-15,-15,22820
430,-20,-15,22802
431,-20,-19,22780
432,-20,-19,22758
433,-20,-20,22735
434,-20,-20,22711
435,-20,-20,22688
436,-20,-20,22665
437,-20,-20,22642
438,-20,-20,22618
439,-20,-20,22595
440,-20,-20,22571
441,-25,-24,22544
442,-25,-24,22516
443,-25,-25,22487
444,-25,-25,22458
445,-25,-25,22430
446,-25,-25,22401
447,-25,-25,22372
448,-25,-25,22343
449,-25,-25,22314
450,-30,-25,22285
451,-30,-29,22253
452,-30,-30,22218
453,-30,-30,22184
454,-30,-30,22149
455,-30,-30,22115
456,-30,-30,22080
457,-30,-30,22046
458,-30,-30,22011
459,-30,-30,21976
460,-30,-30,21942
461,-35,-34,21903
462,-35,-35,21863
463,-35,-35,21823
464,-35,-35,21783
465,-35,-35,21742
466,-35,-35,21702
467,-35,-35,21661
468,-35,-35,21621
469,-35,-35,21580
470,-40,-35,21539
471,-40,-39,21495
472,-40,-39,21450
473,-40,-40,21404
474,-40,-40,21358
475,-40,-39,21312
476,-40,-40,21266
477,-40,-40,21220
478,-40,-40,21174
479,-40,-40,21127
480,-40,-40,21081
481,-45,-44,21030
482,-45,-45,20979
483,-45,-45,20927
484,-45,-45,20876
485,-45,-45,20824
486,-45,-45,20771
487,-45,-45,20719
488,-45,-45,20667
489,-45,-45,20614
490,-50,-45,20562
491,-50,-49,20506
492,-50,-50,20449
493,-50,-49,20392
494,-50,-50,20334
495,-50,-50,20277
496,-50,-50,20219
497,-50,-50,20161
498,-50,-50,20103
499,-50,-50,20045
500,-50,-50,19987
501,-55,-54,19926
502,-55,-54,19864
503,-55,-55,19801
504,-55,-55,19738
505,-55,-55,19674
506,-55,-55,19611
507,-55,-55,19547
508,-55,-55,19484
509,-55,-55,19420
510,-55,-55,19356
511,-60,-59,19289
512,-60,-60,19220
513,-60,-60,19152
514,-60,-60,19083
515,-60,-60,19014
516,-60,-60,18945
517,-60,-60,18875
518,-60,-60,18806
519,-60,-60,18737
520,-60,-60,18668
521,-65,-65,18594
522,-65,-65,18520
523,-65,-65,18445
524,-65,-65,18371
525,-65,-65,18296
526,-65,-65,18222
527,-65,-65,18147
528,-65,-65,18072
529,-65,-65,17997
530,-65,-65,17922
531,-70,-69,17843
532,-70,-69,17762
